Absolute,absolute,"Independent of arbitrary units of measurement, standards, or properties; not comparative or relative",,,https://en.wiktionary.org/wiki/absolute,,,,,,,,,,,,,,,,,,,
Absorptance,absorptance,Ratio of absorbed to incident radiant flux,,0.14 ?,https://www.wikidata.org/wiki/Q16635541,"Solar, Typical",,,,,,,,,,,,,,,,,,
Accelerometer,accelerometer,Device that measures proper acceleration,"G-Sensor, Gravity Sensor, Acceleration Sensor",,https://www.wikidata.org/wiki/Q192940,,,,,,,,,,,,,,,,,,,
Accelerometer Sensitivity,accelerometerSensitivity,Sensitivity of an accelerometer defines at what rate the sensor converts mechanical energy into an electric signal (the output); and this will define the acceleration measurement range of the accelerometer,,200 mV/g,https://blog.endaq.com/accelerometer-specifications-decoding-a-datasheet,,,,,,,,,,,,,,,,,,,
Accuracy,accuracy,Closeness of the mean of a large set of measurement to the accepted reference value,"Measurement Accuracy, Measurement Trueness, Sensing Accuracy",10 arcsec,https://www.wikidata.org/wiki/Q1298969,"Pitch, Yaw, Roll, Boresight (Pointing), Position, Velocity, Timing, Temperature, Frequency (Timing)",,,,,,,,,,,,,,,,,,
Transfer Length,transferLength,The average distance that an electron (or hole) travels in the semiconductor beneath the contact before it flows up into the contact,,2mm – 2m,http://tuttle.merc.iastate.edu/ee432/topics/metals/tlm_measurements.pdf,,,,,,,,,,,,,,,,,,,
Transistor,transistor,A semiconductor device used to amplify or switch electronic signals and electrical power,,BJT,https://en.wikipedia.org/wiki/Transistor,Type,,,,,,,,,,,,,,,,,,
Transition Frequency,transitionFrequency,"Measure of the high-frequency operating characteristics of a transistor, usually symbolized as fT",fT,70 GHz,https://en.wikipedia.org/wiki/Transition_frequency,,,,,,,,,,,,,,,,,,,
Transmission,transmission,Process of sending and propagating a signal,"Tx Signal Transmission, Data Transmission, Transmit, Xmit",,https://www.wikidata.org/wiki/Q118093,,,,,,,,,,,,,,,,,,,
Transmittance,transmittance,The fraction of incident electromagnetic power that is transmitted through a sample,,9%,https://en.wikipedia.org/wiki/Transmittance,,,,,,,,,,,,,,,,,,,
Transmitter,transmitter,Radio signal emitting machine,"Radio Transmitter, xmitter",,https://www.wikidata.org/wiki/Q190157,Type,,,,,,,,,,,,,,,,,,
Transverse,transverse,Not tangent: so that a nondegenerate angle is formed between the two things intersecting,,,https://en.wiktionary.org/wiki/transverse,,,,,,,,,,,,,,,,,,,
Transverse Sensitivity,transverseSensitivity,"Any output caused by motion, which is not in the same axis that the sensor is designed to measure",Angular Transverse Sensitivity,± 400 °/s,https://www.sensorland.com/HowPage052.html,,,,,,,,,,,,,,,,,,,
Tune,tune,The adjustment of a system or circuit to secure optimum performance,,,https://en.wiktionary.org/wiki/tuning,,,,,,,,,,,,,,,,,,,
Type,type,Relation of type constraints,Instance Of,,https://www.wikidata.org/wiki/Q21503252,,,,,,,,,,,,,,,,,,,
Typical,typical,"Normal, average; to be expected","Usual, Normal, Often",,https://en.wiktionary.org/wiki/typical,,,,,,,,,,,,,,,,,,,
Uncrewed Spacecraft,uncrewedSpacecraft,Spacecraft without people on board,"Unmanned Spacecraft, Unmanned Spaceship, Unmanned Space Vehicle (USV), Uncrewed Spacecraft,",,https://www.wikidata.org/wiki/Q1528166,,,,,,,,,,,,,,,,,,,
Unit Code,unitCode,The unit of measurement given using the UN/CEFACT Common Code (3 characters) or a URL,,GRM,https://schema.org/unitCode,,,,,,,,,,,,,,,,,,,
Update Rate,updateRate,Frequency that a display hardware updates its buffer,"Refresh Rate, Sample Rate, Waveform Update Rate (WUR), Tracking Rate, Vertical Refresh Rate, Vertical Scan Rate",10 Hz,https://www.wikidata.org/wiki/Q949326,,,,,,,,,,,,,,,,,,,
Uplink,uplink,Communication link from a terminal to a satellite or network,,2.120 GHz,https://www.wikidata.org/wiki/Q56486737,,,,,,,,,,,,,,,,,,,
Upload,upload,To send data to a remote system such as a server or another client so that the remote system can store a copy,,,https://en.wikipedia.org/wiki/Upload,,,,,,,,,,,,,,,,,,,
URL,url,URL of the item,"Web Address, Uniform Resource Locator",example.org,https://schema.org/url,,,,,,,,,,,,,,,,,,,
User,user,"Person who interacts with a system, typically through an interface, to extract some functional benefit",System User,,https://www.wikidata.org/wiki/Q613354,,,,,,,,,,,,,,,,,,,
User Segment,userSegment,Segment of a satellite system or other telecommunication system comprising customer terminals,Satellite User Segment,,https://www.wikidata.org/wiki/Q2005687,,,,,,,,,,,,,,,,,,,
Utility Frequency,utilityFrequency,Frequency used on standard electricity grid in a given area,,60 Hz,https://www.wikidata.org/wiki/Q1361387,,,,,,,,,,,,,,,,,,,
Value,value,The value of the quantitative value or property value node,,20,https://schema.org/value,,,,,,,,,,,,,,,,,,,
Valves,valve,"Device that regulates, directs or controls the flow of a fluid or a gas",,Latch Valve,https://www.wikidata.org/wiki/Q208443,Type,,,,,,,,,,,,,,,,,,
Vertical,vertical,A direction or plane passing by a given point is said to be vertical if it contains the local gravity direction at that point,Vertical Direction,,https://en.wikipedia.org/wiki/Vertical_and_horizontal,,,,,,,,,,,,,,,,,,,
Viscosity,viscosity,The viscosity of a fluid is a measure of its resistance to deformation at a given rate,,542 Pa.s,https://en.wikipedia.org/wiki/Viscosity,,,,,,,,,,,,,,,,,,,
Voltage,voltage,Difference in the electric potential between two points in space,"V, Electric Tension, Electromotive Force (EMF), Electric Potential Difference",33.3 V,https://www.wikidata.org/wiki/Q25428,"Nominal, Rated, Range, Maximum, Minimum, Nameplate, Operating, Collector Base Voltage, Collector Emitter Voltage, Emitter Base Voltage, Input, Output, Type",,,,,,,,,,,,,,,,,,
Voltage Drop,voltageDrop,The decrease of electrical potential along the path of a current flowing in an electrical circuit,,5.45 V,https://en.wikipedia.org/wiki/Voltage_drop,,,,,,,,,,,,,,,,,,,
Voltage Regulators,voltageRegulator,"Regulator, designed to automatically maintain a constant voltage level",,Linear Regulator,https://www.wikidata.org/wiki/Q851210,Type,,,,,,,,,,,,,,,,,,
Volume,volume,Quantity of three-dimensional space,,7.5 L,https://www.wikidata.org/wiki/Q39297,"Nominal, Specific, Residual",,,,,,,,,,,,,,,,,,
Warm,warm,"Having a temperature slightly higher than usual, but still pleasant; mildly hot",,,https://en.wiktionary.org/wiki/warm,,,,,,,,,,,,,,,,,,,
Washers,washer,"Thin plate with a hole, normally used to distribute the load of a threaded fastener",,Insulating Washer,https://www.wikidata.org/wiki/Q637321,Type,,,,,,,,,,,,,,,,,,
Water Vapor Regain,waterVaporRegain,The capacity of a material to absorb moisture from its environment,"WVR, Moisture Absorption, Water Absorption, Water Vapor Reabsorption",0.36%,https://www.ensingerplastics.com/en-us/shapes/plastic-material-selection/dimensionally-stable,,,,,,,,,,,,,,,,,,,
Weather Satellite,weatherSatellite,Type of satellite that is primarily used to monitor the weather and climate of the Earth,,,https://en.wikipedia.org/wiki/Weather_satellite,,,,,,,,,,,,,,,,,,,
Wick,wick,"Any piece of porous material that conveys liquid by capillary action, such as a strip of gauze placed in a wound to serve as a drain",,Grooved,https://en.wiktionary.org/wiki/wick,Type,,,,,,,,,,,,,,,,,,
Width,width,The width of the item,,10 cm,https://schema.org/width,,,,,,,,,,,,,,,,,,,
Wire,wire,"Single, usually cylindrical, flexible strand or rod of metal",,,https://www.wikidata.org/wiki/Q551997,,,,,,,,,,,,,,,,,,,
Working Fluid,workingFluid,"Gas or liquid used to transfer force, motion, or mechanical or thermal energy",,Ammonia,https://www.wikidata.org/wiki/Q217236,,,,,,,,,,,,,,,,,,,
X-Ray Telescope,xRayTelescope,A telescope that is designed to observe remote objects in the X-ray spectrum,XRT,,https://en.wikipedia.org/wiki/X-ray_telescope,,,,,,,,,,,,,,,,,,,
Yaw,yaw,Rotation of a vehicle about the vertical axis,Yaw Rotation,90°,https://www.wikidata.org/wiki/Q2940212,,,,,,,,,,,,,,,,,,,
Yield Strength,yieldStrength,Stress above which materials begin to permanently deform,"Yield Stress, Yield Point",74 gm/m2,https://www.wikidata.org/wiki/Q5939736,,,,,,,,,,,,,,,,,,,
Young's Modulus,youngsModulus,Mechanical property of linear elastic solid materials,"Elastic Modulus, Modulus of Elasticity, Young Modulus",75.0 GNm-2,https://www.wikidata.org/wiki/Q2091584,,,,,,,,,,,,,,,,,,,
