Identifier,ACM Classification Code,Australian Educational Vocabulary,BabelNet,Basisklassifikation,BIBFRAME,BNCF Thesaurus,COAR,Cultureel Woordenboek,DBpedia,DCAT,DCMI Metadata Terms,Dictionary of Algorithms and Data Structures,Elhuyar ZTH,Encyclopædia Britannica Online,Encyclopædia Universalis,EuroVoc,File Format Wiki,Freebase,Gran Enciclopèdia Catalana,Great Russian Encyclopedia Online,GS1 Global Product Classification Brick Code,IAO,IUPAC Gold Book,Library of Congress Subject Headings,MathWorld,Microsoft Academic,National Diet Library,NicoNicoPedia,NIST/CODATA,Nomenclature for Museum Cataloging,OmegaWiki Defined Meaning,Princeton WordNet,PRONOM,PSH,QUDT,ROR,Schema.org,SPAR FaBiO,Store Norske Leksikon,Techopedia,Treccani,UNESCO Thesaurus,Unified Astronomy Thesaurus,UNSPSC Code,U.S. National Archives,VIAF,WikiData Item,WikiData Property,WordLift,World of Physics,YSO
bandPassFilter,,,,,,,,,,,,,https://zthiztegia.elhuyar.eus/kontzeptua/135008,https://www.britannica.com/technology/band-pass-filter,,,,https://tools.wmflabs.org/freebase/m/01lslr,,,,,https://dx.doi.org/10.1351/goldbook.B00594,,,https://academic.microsoft.com/v2/detail/147788027,,,,,,,,https://psh.techlib.cz/skos/PSH1818,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q2718101,,,,
bandwidthDelayProduct,,,,,,,,,,,,,,,,,,,,,,,,,,https://academic.microsoft.com/v2/detail/58817359,,,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q4854756,,,,
barycenter,,,,,,,,,,,,,,https://www.britannica.com/science/barycenter,,,,https://tools.wmflabs.org/freebase/m/096d6y,https://www.enciclopedia.cat/EC-GEC-0083282.xml,,,,,,,https://academic.microsoft.com/v2/detail/203839025,,,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q809690,,,,
basebandFrequency,,,,,,,,,,,,,,,,,,https://tools.wmflabs.org/freebase/m/0b52j,https://www.enciclopedia.cat/EC-GEC-0250655.xml,,,,,,,https://academic.microsoft.com/v2/detail/65165936,,,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q575784,,,,
battery,https://dl.acm.org/ccs/ccs.cfm?id=10010664&lid=10010664,http://vocabulary.curriculum.edu.au/scot/2295.html,,,,https://thes.bncf.firenze.sbn.it/termine.php?id=20624,,,,,,,,https://www.britannica.com/technology/battery-electronics,,,,https://tools.wmflabs.org/freebase/m/01c0z,,,10000546,,,https://id.loc.gov/authorities/sh85041588,,https://academic.microsoft.com/v2/detail/555008776,https://id.ndl.go.jp/auth/ndlna/00561468,,,,,,,https://psh.techlib.cz/skos/PSH2202,,,,,,,http://www.treccani.it/enciclopedia/pila_(Dizionario-delle-Scienze-Fisiche),,,,https://catalog.archives.gov/id/10638068,,https://www.wikidata.org/wiki/Q267298,,http://data.thenextweb.com/tnw/entity/battery,,
batteryCapacity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
batteryCharger,,,,,,,,,,,,,https://zthiztegia.elhuyar.eus/kontzeptua/132778,,,,,https://tools.wmflabs.org/freebase/m/0892cv,,,,,,,,,,,,https://www.nomenclature.info/nom/8850,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q352917,,,,
batteryLife,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
batteryPack,,,,,,,,,,,,,,,,,,,,,,,,,,https://academic.microsoft.com/v2/detail/2778508592,,,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q420116,,,,
baudRate,,,,,,,,,,,,,,,,,,https://tools.wmflabs.org/freebase/m/07kdv6,,,,,,,,https://academic.microsoft.com/v2/detail/74645175,,,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q428083,,,,
beacon,,,,,,,,https://www.cultureelwoordenboek.nl/idioom/bakens,,,,,,https://www.britannica.com/technology/beacon-device,,,,,,,,,,,,https://academic.microsoft.com/v2/detail/102168758,,,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q17484395,,,,
beamDiameter,,,,,,,,,,,,,,,,,,,,,,,https://dx.doi.org/10.1351/goldbook.B00622,,,https://academic.microsoft.com/v2/detail/119440689,,,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q4876179,,,,
beamDivergence,,,,,,,,,,,,,,,,,,https://tools.wmflabs.org/freebase/m/0b553,,,,,,,,https://academic.microsoft.com/v2/detail/62172962,,,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q1230543,,,,
beamExpander,,,,,,,,,,,,,,,,,,,,,,,,,,https://academic.microsoft.com/v2/detail/93063454,,,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q4876184,,,,
beamSplitter,,,,,,,,,,,,,,https://www.britannica.com/technology/beam-splitter,,,,https://tools.wmflabs.org/freebase/m/02s9ls,,,,,,,,https://academic.microsoft.com/v2/detail/19819980,,,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q947542,,,,
beginningOfLife,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bendRadius,,,,,,,,,,,,,,,,,,,,,,,,,,https://academic.microsoft.com/v2/detail/161690185,,,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q16984090,,,,
betaAngle,,,,,,,,,,,,,,,,,,,,,,,,,,https://academic.microsoft.com/v2/detail/68693881,,,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q830843,,,,
biasStability,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
biboStability,,,,,,,,,,,,,,,,,,https://tools.wmflabs.org/freebase/m/04b77c,,,,,,,,https://academic.microsoft.com/v2/detail/96380407,,,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q744737,,,,
binaryCode,,,https://babelnet.org/synset?word=bn:00010476n,,,,,,,,,,,https://www.britannica.com/topic/binary-code,,,,,,,,,,,http://mathworld.wolfram.com/Error-CorrectingCode.html,https://academic.microsoft.com/v2/detail/63435697,,,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q864135,,,,
bit,,,https://babelnet.org/synset?word=bn:00010731n,,,,,https://www.cultureelwoordenboek.nl/techologie-en-techniek/bit,,,,,,https://www.britannica.com/technology/bit-communications,https://www.universalis.fr/encyclopedie/bit/,,,https://tools.wmflabs.org/freebase/m/0159t,,https://bigenc.ru/text/1872003,,,,,http://mathworld.wolfram.com/Bit.html,,,,,,http://www.omegawiki.org/DefinedMeaning:356586,,,,http://qudt.org/vocab/unit/BIT,,,,,,http://www.treccani.it/enciclopedia/bit,,,,,,https://www.wikidata.org/wiki/Q8805,,,,
bitDepth,,,,,,,,,,,,,,,,,,https://tools.wmflabs.org/freebase/m/025yvdm,,,,,,,,https://academic.microsoft.com/v2/detail/143351471,,,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q1431161,,,,
bitErrorRate,,,,,,,,,,,,,https://zthiztegia.elhuyar.eus/kontzeptua/067594,,,,,https://tools.wmflabs.org/freebase/m/0b592,,,,,,,,https://academic.microsoft.com/v2/detail/56296756,,,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q840922,,,,
bitErrorRatio,,,,,,,,,,,,,https://zthiztegia.elhuyar.eus/kontzeptua/067594,,,,,https://tools.wmflabs.org/freebase/m/0b592,,,,,,,,https://academic.microsoft.com/v2/detail/56296756,,,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q840922,,,,
bitRate,,,,,,,,,,,,,https://zthiztegia.elhuyar.eus/kontzeptua/066575,,,,,https://tools.wmflabs.org/freebase/m/01nz4c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q194158,https://www.wikidata.org/wiki/Property:P6711,,,
bitstream,,,,,,,,,,,,,,,,,,https://tools.wmflabs.org/freebase/m/0d8n4,,,,,,,,https://academic.microsoft.com/v2/detail/136695289,,,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q415568,,,,
blockUpconverter,,,,,,,,,,,,,,,,,,,,,,,,,,https://academic.microsoft.com/v2/detail/67704426,,,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q2906811,,,,
bodyLoss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
boltzmannConstant,,,,,,,,,,,,,https://zthiztegia.elhuyar.eus/kontzeptua/021805,https://www.britannica.com/science/Boltzmann-constant,,,,https://tools.wmflabs.org/freebase/m/0f1ys,https://www.enciclopedia.cat/EC-GEC-0010981.xml,https://bigenc.ru/text/1876559,,,https://dx.doi.org/10.1351/goldbook.B00695,,,https://academic.microsoft.com/v2/detail/35304006,,,http://physics.nist.gov/cgi-bin/cuu/Value?k,,,,,,,,,,https://snl.no/Boltzmanns_konstant,,,,,,,,https://www.wikidata.org/wiki/Q5962,,,,
bondLineThickness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
boom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
brakeSpecificFuelConsumption,,,,,,,,,,,,,,,,,,https://tools.wmflabs.org/freebase/m/041c50,,,,,,,,https://academic.microsoft.com/v2/detail/73081478,,,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q1814856,,,,
brakingTorque,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
brand,,http://vocabulary.curriculum.edu.au/scot/2785.html,https://babelnet.org/synset?word=bn:00012758n,,,,,,,,,,,,https://www.universalis.fr/encyclopedie/marque-marketing/,,,https://tools.wmflabs.org/freebase/m/01cd9,,https://bigenc.ru/text/1885750,,,,,,,,,,,,,,,,,https://schema.org/Brand,,,,,,,,,,https://www.wikidata.org/wiki/Q431289,https://www.wikidata.org/wiki/Property:P1716,,,
breakdownVoltage,,,,,,,,,,,,,,https://www.britannica.com/technology/breakdown-voltage,,,,https://tools.wmflabs.org/freebase/m/04jxy0,,,,,,https://id.loc.gov/authorities/sh85016671,,https://academic.microsoft.com/v2/detail/119321828,,,,,http://www.omegawiki.org/DefinedMeaning:1590607,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q1267190,,,,
bridgeOffset,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
broadband,,,,,,,,https://www.cultureelwoordenboek.nl/techologie-en-techniek/breedband,,,,,,https://www.britannica.com/topic/broadband,,,,,https://www.enciclopedia.cat/EC-GEC-0270254.xml,,,,,,,https://academic.microsoft.com/v2/detail/509933004,,,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q194163,,,,
bstar,,,,,,,,,,,,,,,,,,,,,,,,,,https://academic.microsoft.com/v2/detail/2777888320,,,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q25303732,,,,
burstPressure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
burstTransmission,,,,,,,,,,,,,,,,,,,,,,,,,,https://academic.microsoft.com/v2/detail/2778701729,,,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q5000648,,,,
burstingStrength,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cRate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cableHarness,,,,,,,,,,,,,,,,,,https://tools.wmflabs.org/freebase/m/0fl4j7,,,,,,,,https://academic.microsoft.com/v2/detail/180761244,,,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q354262,,,,
cableJacket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cableShielding,,,,,,,,,,,,,https://zthiztegia.elhuyar.eus/kontzeptua/133098,,,,,https://tools.wmflabs.org/freebase/m/05841j,,,,,,,,https://academic.microsoft.com/v2/detail/77590175,,,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q3506009,,,,
cableSize,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cache,,,,,,,,,,,,,,https://www.britannica.com/technology/buffer-computing,,,,,,,,,,,,https://academic.microsoft.com/v2/detail/115537543,,,,,http://www.omegawiki.org/DefinedMeaning:957474,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q165596,,,,
callSign,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://schema.org/callSign,,,,,,,,,,,,,,
camera,,http://vocabulary.curriculum.edu.au/scot/3104.html,,,,,,,,,,,,https://www.britannica.com/technology/camera,,,,https://tools.wmflabs.org/freebase/m/0dv5r,https://www.enciclopedia.cat/EC-GEC-0087567.xml,,,,,,,https://academic.microsoft.com/v2/detail/2910033128,https://id.ndl.go.jp/auth/ndlna/00571974,,,https://www.nomenclature.info/nom/10866,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q15328,,,,
capacitance,,,,,,https://thes.bncf.firenze.sbn.it/termine.php?id=31555,,,,,,,,https://www.britannica.com/science/capacitance,,,,https://tools.wmflabs.org/freebase/m/011ks6,,https://bigenc.ru/text/1977565,,,https://dx.doi.org/10.1351/goldbook.C00791,,,https://academic.microsoft.com/v2/detail/30066665,,,,,http://www.omegawiki.org/DefinedMeaning:845009,,,https://psh.techlib.cz/skos/PSH3349,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q164399,,,,
capacitor,,http://vocabulary.curriculum.edu.au/scot/3137.html,https://babelnet.org/synset?word=bn:00015415n,,,https://thes.bncf.firenze.sbn.it/termine.php?id=41433,,https://www.cultureelwoordenboek.nl/techologie-en-techniek/condensator,,,,,,https://www.britannica.com/technology/capacitor,,,,https://tools.wmflabs.org/freebase/m/0cvt8m,,,10005622,,,https://id.loc.gov/authorities/sh85019859,,https://academic.microsoft.com/v2/detail/52192207,https://id.ndl.go.jp/auth/ndlna/00573017,,,,,,,https://psh.techlib.cz/skos/PSH2173,,,,,,,http://www.treccani.it/enciclopedia/condensatore,,,,,,https://www.wikidata.org/wiki/Q5322,,,,http://www.yso.fi/onto/yso/p11972
capacityLoss,,,,,,,,,,,,,,,,,,,,,,,,,,https://academic.microsoft.com/v2/detail/2778333438,,,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q16851742,,,,
capillaryPressure,,,,,,,,,,,,,,,,,,,,,,,,,,https://academic.microsoft.com/v2/detail/48797263,,,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q4212891,,,,
capillaryPumpedLoop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cardinalDirection,,,,,,https://thes.bncf.firenze.sbn.it/termine.php?id=7498,,,,,,,,,,,,,https://www.enciclopedia.cat/EC-GEC-0154022.xml,,,,,https://id.loc.gov/authorities/sh85020195,,https://academic.microsoft.com/v2/detail/197902243,https://id.ndl.go.jp/auth/ndlna/00563344,https://dic.nicovideo.jp/a/%E6%96%B9%E4%BD%8D,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q23718,https://www.wikidata.org/wiki/Property:P654,,,http://www.yso.fi/onto/yso/p3589
carrierWave,,,,,,,,,,,,,,https://www.britannica.com/technology/carrier-wave,,,,https://tools.wmflabs.org/freebase/m/013_bc,,,,,,https://id.loc.gov/authorities/sh85020472,,https://academic.microsoft.com/v2/detail/102260082,,,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q499193,,,,
CarrierToNoiseRatio,,,,,,,,,,,,,,,,,,,,,,,,,,https://academic.microsoft.com/v2/detail/43658927,,,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q5046339,,,,
carrierToNoiseDensityRatio,,,,,,,,,,,,,,,,,,https://tools.wmflabs.org/freebase/m/02rtqy2,,,,,,,,https://academic.microsoft.com/v2/detail/75613536,,,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q4138870,,,,
catadioptricSystem,,,,,,,,,,,,,,,,,,https://tools.wmflabs.org/freebase/m/05djgs,,,,,,,,https://academic.microsoft.com/v2/detail/153396827,,,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q1142960,,,,
catadioptricTelescope,,,,,,,,,,,,,,,,,,https://tools.wmflabs.org/freebase/m/05djgs,,,,,,,,https://academic.microsoft.com/v2/detail/153396827,,,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q1142960,,,,
catalyst,,,,,,https://thes.bncf.firenze.sbn.it/termine.php?id=10982,,,,,,,,,,,,,https://www.enciclopedia.cat/EC-GEC-0270521.xml,,,,https://dx.doi.org/10.1351/goldbook.C00876,,,,https://id.ndl.go.jp/auth/ndlna/00572116,,,,,,,https://psh.techlib.cz/skos/PSH5604,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q12385831,,,,
cathode,,http://vocabulary.curriculum.edu.au/scot/1347.html,https://babelnet.org/synset?word=bn:00016771n,,,https://thes.bncf.firenze.sbn.it/termine.php?id=25787,,https://www.cultureelwoordenboek.nl/natuurkunde-scheikunde-en-sterrenkunde/kathode,,,,,https://zthiztegia.elhuyar.eus/kontzeptua/012418,https://www.britannica.com/technology/cathode,,,,https://tools.wmflabs.org/freebase/m/01_vx,,,,,https://dx.doi.org/10.1351/goldbook.C00905,https://id.loc.gov/authorities/sh85021037,,https://academic.microsoft.com/v2/detail/49110097,,,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q175233,,,,
centerForce,,,,,,,,,,,,,,,,,,https://tools.wmflabs.org/freebase/m/063z96,https://www.enciclopedia.cat/EC-GEC-0228764.xml,,,,,,,https://academic.microsoft.com/v2/detail/79745364,,,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q190663,,,,
centerFrequency,,,,,,,,,,,,,,,,,,https://tools.wmflabs.org/freebase/m/02rvf1,,,,,,,,https://academic.microsoft.com/v2/detail/7054721,,,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q1940572,,,,
centerOfGravity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
centralProcessingUnit,,,https://babelnet.org/synset?word=bn:00014395n,,,,,,,,,,,https://www.britannica.com/technology/central-processing-unit,,,,,,,,,,,,https://academic.microsoft.com/v2/detail/49154492,,,,,,,,https://psh.techlib.cz/skos/PSH12390,,,,,,,http://www.treccani.it/enciclopedia/cpu,,,,,,https://www.wikidata.org/wiki/Q5300,https://www.wikidata.org/wiki/Property:P880,,,
channel,,,https://babelnet.org/synset?word=bn:00017681n,,,,,,,,,,https://zthiztegia.elhuyar.eus/kontzeptua/067106,https://www.britannica.com/technology/communication-channel,,,,https://tools.wmflabs.org/freebase/m/014k__,,https://bigenc.ru/text/2040716,,,,,,https://academic.microsoft.com/v2/detail/156996364,,,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q733553,,,,
channelCapacity,,,,,,,,,,,,,,,,,,https://tools.wmflabs.org/freebase/m/01hmr0,,,,,,,,https://academic.microsoft.com/v2/detail/97744766,,,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q870845,,,,
characterEncoding,,,https://babelnet.org/synset?word=bn:00017756n,,,,,,,,,,,,,,,https://tools.wmflabs.org/freebase/m/01m80,,,,,,,,https://academic.microsoft.com/v2/detail/32717103,,,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q184759,,,,
characteristicImpedance,,,,,,,,,,,,,,,,,,https://tools.wmflabs.org/freebase/m/0b5_y,,,,,,,,https://academic.microsoft.com/v2/detail/172674978,,,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q1164612,,,,
charge,,http://vocabulary.curriculum.edu.au/scot/4513.html,,,,https://thes.bncf.firenze.sbn.it/termine.php?id=15936,,https://www.cultureelwoordenboek.nl/natuurkunde-scheikunde-en-sterrenkunde/elektrische-lading,,,,,,https://www.britannica.com/science/electric-charge,,,,https://tools.wmflabs.org/freebase/m/02nxz,,,,,,,,https://academic.microsoft.com/v2/detail/40937832,,,,,http://www.omegawiki.org/DefinedMeaning:767128,,,https://psh.techlib.cz/skos/PSH3355,,,,,https://snl.no/elektrisk_ladning,,,,,,,,https://www.wikidata.org/wiki/Q1111,https://www.wikidata.org/wiki/Property:P2200,,http://scienceworld.wolfram.com/physics/Charge.html,
chargeAcceptance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chargeCarrier,,,https://babelnet.org/synset?word=bn:03264536n,,,,,,,,,,,https://www.britannica.com/science/charge-carrier,,,,https://tools.wmflabs.org/freebase/m/02ghln,,,,,,,,https://academic.microsoft.com/v2/detail/104232198,,,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q865807,,,,
chargeCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chargeCycle,,,,,,,,,,,,,,,,,,,,,,,,,,https://academic.microsoft.com/v2/detail/200013194,,,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q5074261,,,,
chargePower,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chargeVoltage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chargeCoupledDevice,,,https://babelnet.org/synset?word=bn:03534848n,,,,,,,,,,,https://www.britannica.com/technology/CCD,,,,https://tools.wmflabs.org/freebase/m/01zqt,https://www.enciclopedia.cat/EC-GEC-0152640.xmll,,,,,https://id.loc.gov/authorities/sh85022642,,https://academic.microsoft.com/v2/detail/152213855,,,,,,,,https://psh.techlib.cz/skos/PSH537,,,,,,,http://www.treccani.it/enciclopedia/ccd,,,,,,https://www.wikidata.org/wiki/Q189880,,,,
checksum,,,,,,,,,,,,,,,,,,https://tools.wmflabs.org/freebase/m/023z3,,,,,,,,https://academic.microsoft.com/v2/detail/162372511,,,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q218341,https://www.wikidata.org/wiki/Property:P4092,,,
chipCarrier,,,,,,,,,,,,,,,,,,https://tools.wmflabs.org/freebase/m/0b6vwp,,,,,,,,https://academic.microsoft.com/v2/detail/2775856422,,,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q1369857,,,,
chipScaleAtomicClock,,,,,,,,,,,,,,,,,,,,,,,,,,https://academic.microsoft.com/v2/detail/2780932314,,,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q5101466,,,,
choke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
circle,,http://vocabulary.curriculum.edu.au/scot/1597.html,https://babelnet.org/synset?word=bn:00019169n,,,https://thes.bncf.firenze.sbn.it/termine.php?id=6846,,,,,,,,https://www.britannica.com/topic/circle-mathematics,https://www.universalis.fr/encyclopedie/cercle-symbolisme/,,,https://tools.wmflabs.org/freebase/m/01vkl,,,,,,,http://mathworld.wolfram.com/Circle.html,,,https://dic.nicovideo.jp/a/%E5%86%86(%E6%95%B0%E5%AD%A6),,,http://www.omegawiki.org/DefinedMeaning:6135,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q17278,,,,
circularPolarization,,,,,,,,,,,,,,https://www.britannica.com/science/circular-polarization,,,,,,,,,,,,https://academic.microsoft.com/v2/detail/153201621,,,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q5121676,,,,
circumference,,http://vocabulary.curriculum.edu.au/scot/3758.html,,,,,,,,,,,https://zthiztegia.elhuyar.eus/kontzeptua/032300,https://www.britannica.com/topic/circumference,,,,,,,,,,,,https://academic.microsoft.com/v2/detail/166504685,,,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q843905,,,,
citation,,,,,,,,,,,,,,,,,,,,,,,,https://id.loc.gov/authorities/sh85013833,,https://academic.microsoft.com/v2/detail/2778805511,,,,,,,,,,,https://schema.org/citation,,,,,,,,,,https://www.wikidata.org/wiki/Q1713,https://www.wikidata.org/wiki/Property:P2860,,,
client,,,https://babelnet.org/synset?word=bn:00019764n,,,,,,,,,,,https://www.britannica.com/technology/client,,,,https://tools.wmflabs.org/freebase/m/03190p,,,,,,,,https://academic.microsoft.com/v2/detail/27713364,,,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q528166,,,,
coating,,http://vocabulary.curriculum.edu.au/scot/3931.html,,,,,,,,,,,,,,,,https://tools.wmflabs.org/freebase/m/064lht,,,,,,,,https://academic.microsoft.com/v2/detail/2781448156,,,,https://www.nomenclature.info/nom/69,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q1570182,,,,
coaxialCable,,,,,,,,,,,,,,https://www.britannica.com/technology/coaxial-cable,,,,https://tools.wmflabs.org/freebase/m/0ck2c,https://www.enciclopedia.cat/EC-GEC-0223355.xml,https://bigenc.ru/text/2075777,,,,,,,,,,,,,,,,,,,,,,,,https://www.unspsc.org/search-code/?CSS=26121606,,,https://www.wikidata.org/wiki/Q183389,,,,
codec,,,,,,,,,,,,,,,,,,https://tools.wmflabs.org/freebase/m/01ylg,,,,,,,,https://academic.microsoft.com/v2/detail/161765866,,,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q184748,,,,
coefficientOfLinearThermalExpansion,,http://vocabulary.curriculum.edu.au/scot/4392.html,,,,https://thes.bncf.firenze.sbn.it/termine.php?id=32573,,,,,,,,https://www.britannica.com/science/thermal-expansion,,,,https://tools.wmflabs.org/freebase/m/05c5jd,,,,,,https://id.loc.gov/authorities/sh85046410,,https://academic.microsoft.com/v2/detail/47463417,,,,,,,,https://psh.techlib.cz/skos/PSH3038,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q6583695,,,,
coherenceBandwidth,,,,,,,,,,,,,,,,,,,,,,,,,,https://academic.microsoft.com/v2/detail/12448027,,,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q17007155,,,,
coherenceLength,,,,,,,,,,,,,https://zthiztegia.elhuyar.eus/kontzeptua/136726,https://www.britannica.com/science/coherence-length,,,,,,,,,,,,https://academic.microsoft.com/v2/detail/168553754,,,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q1778793,,,,
coherenceTime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q5141344,,,,
coil,,,https://babelnet.org/synset?word=bn:00078768n,,,https://thes.bncf.firenze.sbn.it/termine.php?id=41043,,,,,,,,https://www.britannica.com/technology/coil,,,,https://tools.wmflabs.org/freebase/m/02318,,,,,,,,https://academic.microsoft.com/v2/detail/30403606,https://id.ndl.go.jp/auth/ndlna/00566235,,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q2981904,,,,
cold,,,,,,,,,,,,,http://vocab.getty.edu/page/aat/300068991,https://www.britannica.com/science/cold,https://www.universalis.fr/encyclopedie/froid-physique/,,,https://tools.wmflabs.org/freebase/m/04mwwgdd,,,,,,https://id.loc.gov/authorities/sh85027909,,,,,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q270952,,,,http://www.yso.fi/onto/yso/p2053
